station,1904-05,1905-06,1906-07,1916-17,1908-09,1915-16,1917-18,1911-12,1912-13,1918-19,1929-30,1930-31,1928-29,1919-20,1926-27,1946,1925-26,1923-24,1921-22,1932-33,1933-34,1944,1942,1949,2002,2003,2000,1992,1991,1993,1990,1994,1995,1996,1976,1977,1997,1982,1984,1985,1983,1980,1981,1978,1989,1986,1979,1987,1988,1975,1974,1973,1972,1998,1971,1999,1970,1966,1968,1967,1969,1965,1963,1958,1959,1961,1960,1962,1957,1964,1956,1955,1954,2001,2004,2005,2006,1953,1952,1951,1950,1920-21,1922-23,1924-25,1914-15,1913-14,1941,1948,1934-35,1935-36,1937-38,1938-39,1936-37,1940,1931-32,1943,1945,1927-28,1947,1910-11,1909-10,1907-08,borough
236,0,0,0,858030,0,12415,954043,0,0,1064720,2506995,2520333,2466640,1316751,2566132,2315689,2462711,2135783,1710880,2351802,2329050,2107425,2194473,1900563,662014,614439,722860,605817,573224,610141,579356,624043,607570,629507,820408,777023,628007,691359,571519,545823,626325,780286,753425,796282,572542,539602,814894,531229,539469,868795,932844,950474,1008998,706378,1051429,717209,1088333,1130171,1161811,1175709,1191976,1194372,1215632,1291291,1264031,1245224,1251744,1250053,1301684,1221965,1357765,1367173,1416509,686402,607689,587731,593330,1518806,1568160,1651427,1772291,1547402,1819593,2351240,0,0,2161181,2151007,2291717,2202636,2185117,2218270,2245181,2186604,2409746,2182857,2176610,2570190,2255999,0,0,0,3
237,0,0,0,986567,0,14818,1119801,0,0,1229105,3505457,3502892,3434045,1516797,3289303,3304554,3121129,2615703,2165063,3140804,3104885,3056969,3184955,2621008,962325,915679,1004297,778357,749684,791502,771198,823654,785655,821563,1054325,1010370,837821,920742,794737,747499,863746,982660,974340,1046859,744593,724231,1028581,718524,725511,1118505,1149848,1141812,1212236,973405,1265708,986997,1324691,1406979,1423745,1440489,1442974,1491868,1534493,1663531,1640788,1609005,1615335,1579270,1665560,1542359,1723855,1771121,1850181,980036,943349,944558,978644,1984807,2100015,2233550,2409812,1769874,2310512,2871742,0,0,3111946,2980744,3070630,3177990,3020565,3082150,3113970,3122948,3267702,3130310,3126997,3419634,3197640,0,0,0,3
238,0,0,0,1043740,0,14873,1294313,0,0,1626098,4331843,4223274,4324884,1999227,4205086,3159222,3973851,3143009,2285778,3658965,3621977,2855010,3000547,2548533,1115086,1050652,1169675,869492,852286,916272,859988,981211,952013,971660,997871,985884,982018,961230,844944,813287,920615,1013201,1020761,1049296,816614,797321,1057403,758818,797010,1094917,1138920,1155384,1239970,1121820,1357349,1145935,1414605,1434081,1489769,1501738,1509937,1503097,1526450,1589814,1602736,1622877,1634681,1564605,1594752,1539617,1676080,1698191,1799958,1134934,1046427,1058697,1100212,1950636,2077683,2213809,2380664,2209137,2579532,3727007,0,0,2983621,2850806,3568714,3503526,3223360,3184360,3382597,3089656,3845051,2938300,2919107,4323164,3029630,0,0,0,3
239,0,0,0,773821,0,11173,870098,0,0,967404,2194499,2226303,2099071,1188182,1954180,1871120,1878295,1629379,1348596,1962731,2003786,1703431,1820266,1585902,1472716,1420577,1488321,1055883,1046729,1092230,1083371,1124014,1049697,1070551,712234,718309,1137848,794610,812002,812217,814060,784224,804046,762225,971163,815755,803343,911564,927918,749002,768406,770437,779199,1345481,785138,1413343,806194,821726,814354,842437,839960,868662,939229,995798,997259,1009321,1017966,984068,1023626,921418,1082666,1095905,1152124,1443383,1514201,1576263,1700871,1200074,1267233,1333908,1426329,1288191,1409622,1755292,0,0,1805705,1802981,2045393,2060583,1975961,1943470,2043261,1878675,2092556,1763532,1740064,2022012,1859052,0,0,0,3
240,0,0,0,913274,0,1135453,950348,406824,465072,908555,1992263,2179429,1783847,1136919,1549106,2019130,1577446,1545799,1394796,2317199,2224921,1865256,1742836,1461897,621727,0,877795,529782,518123,578007,505549,576053,421475,542310,777068,742993,620937,572328,470598,454865,526601,681967,632272,733143,531204,425842,730861,484062,507354,807782,872363,877701,932141,754454,1003666,820232,1114210,1372631,1458022,1380344,1266543,1419238,595709,804259,803291,685605,740456,568849,847679,938519,844478,887139,966645,907353,439981,832985,896658,1146763,1217448,1281811,1344615,888765,1577343,1640945,576321,561477,1811913,1602066,2110655,2105743,1912434,1865660,2098767,1804403,2098424,1896561,1813342,1630439,1894320,0,0,0,3
241,0,0,0,1245863,0,1716252,1016331,876513,842850,839687,5233311,5615002,4355031,535585,3038594,7229032,2675425,2116554,1638735,6208063,6231073,7164933,6974380,6137380,3652367,4111623,3323896,2035032,2025129,2016292,2068926,1984732,2017380,2075741,2101900,2041037,2210060,2072241,2003063,2020620,2145930,2246436,2151719,2118925,2061996,1877533,2255458,1917914,1921020,2259434,2335852,2472255,2519573,2705516,2711166,3047193,2879335,3302610,3112450,3239624,3099048,3410182,3433375,3759087,3729527,3562032,3586271,3499875,3984356,3407280,4064053,4214609,4379449,3443081,3777555,3636421,3682370,4898532,5215678,5532463,5744182,749930,2002939,2434799,655478,777561,6565567,6642155,6303863,6420342,6683410,6541171,6756563,6295991,5823882,7287295,6870606,3588230,7233687,0,0,0,3
242,0,0,0,1030738,0,989808,1119536,672414,663161,1281991,3955184,4158294,3736540,1710505,3313039,4795069,3167456,2800325,2479995,4051928,3886139,5119475,4448706,4188893,3867433,3855559,3757722,2336721,2301120,2369094,2363547,2353540,2343667,2536499,3044057,3010171,2690694,2750020,2518126,2396230,2672197,2977624,2869780,3021535,2351258,2292147,3183094,2281855,2289461,3191061,3331634,3406930,3455850,3169816,3630483,3473407,3859210,3745680,3969939,3880876,4100486,3904418,4058140,3497154,3628540,3968989,3822979,4072254,3445429,4032090,3477829,3374520,3365478,3841843,3932983,4007527,4102969,3579434,3790024,4005132,4103187,2361900,2568443,2995855,913024,784940,3988797,4276941,3961454,4072253,3827786,3830422,3947177,3950449,4221943,5164865,4944553,3516610,4372516,0,0,0,3
243,0,0,0,216548,0,235312,231101,125163,159428,225346,1251940,1313335,1158298,326776,1099235,1689658,822174,584081,434664,4202020,1198836,1699779,1775681,1220842,1053724,984884,1064966,790108,765056,780468,787208,892255,876167,859357,830372,828456,871568,818725,760719,760507,780008,819327,831607,829023,791295,738654,857985,803445,815115,833705,859091,872479,936038,943725,980206,980053,1064217,1123502,1130502,1151578,1122056,1134576,1047768,861231,848429,932666,853253,998563,852301,1141213,883109,901317,909540,1085044,1009368,1046018,1083747,948622,991819,1034354,1082191,314646,509888,698557,210453,186090,1670644,1457224,1203771,1260101,1348803,1419368,1285593,1626365,1291509,1815404,1665041,1125940,1582419,0,0,0,3
244,0,0,0,423225,0,391382,465393,253288,305402,513320,4492773,4474845,4243727,613322,3408825,4687865,2955518,1695068,902787,4250825,4382798,4282373,4418655,4173502,2103693,1993261,2188249,1263612,1211768,1317734,1239492,1458331,1530450,1555125,1657387,1639923,1591860,1514465,1399892,1365225,1442782,1591363,1561789,1653923,1400242,1314044,1730402,1368698,1426828,1723605,1803319,1776715,1828932,1877324,1931537,2012461,2037937,2206590,2207344,2262269,2182907,2270662,2395423,2265743,2208182,2317882,2179601,2357675,2323593,2351823,2415324,2468375,2666049,2193807,2037029,2077355,2117306,2938961,3280738,3705364,4010435,729420,1121256,2285390,347911,359283,4121887,4534109,4300318,4435051,4013942,4000843,4156177,4121196,4337331,4480910,4360641,3873387,4652869,0,0,0,3
245,0,0,0,1032003,0,990911,1086087,916161,932211,1085672,7307542,7325902,6789890,1323107,5873323,10325092,5423285,3664143,2535517,7155618,7201251,9513283,9791152,8775195,4937319,4698501,4891156,3306119,3279250,3426174,3428340,3289762,3260421,3417241,4109156,3989900,3584639,3808567,3520568,3377313,3680440,3998340,3973181,4031914,3324466,3123491,4196108,3127290,3164512,4219028,4336120,4251450,4291931,4200704,4454599,4541767,4764233,4764384,5041821,4946927,5122440,5007357,5256785,5344883,5218566,5308485,5236951,5319794,5513802,5101937,5680300,5803731,6075421,5004061,4895857,5049980,5222753,6621669,7238367,7773894,8339705,2070241,2961004,4530003,968026,984971,9160968,9472160,7129891,7440654,8231997,8434147,8056250,8756680,7239110,9781110,9601250,6329384,9909759,0,0,0,3
246,0,0,0,604042,0,613729,602218,426593,478496,590951,2969270,3068872,2650413,732414,2345905,3265425,2133046,1685909,1086576,2909734,2987560,3049736,3175538,2688801,1578210,1520192,1599228,915791,907673,922510,940719,1038490,989912,1013970,1203732,1189894,1049907,1102091,961783,912903,1015147,1191893,1159250,1223658,965600,848433,1271031,910627,954135,1246838,1285844,1293847,1337134,1403160,1419919,1493698,1508929,1627849,1646123,1667316,1640668,1689793,1753210,1665595,1639585,1698882,1635301,1734997,1736424,1735547,1802043,1804056,1901531,1615247,1598614,1602124,1662721,2041454,2216345,2365794,2559736,820941,1318801,1941403,594889,553209,2977910,2956766,3008886,3095482,3058409,3026641,3081966,2998959,2975814,3195178,3092935,2469078,3117418,0,0,0,3
247,0,0,0,788219,0,754055,797327,508605,569127,788860,3628261,3722473,3533765,1004511,3268245,3476355,3116230,2573469,1766027,3431175,3501597,3232683,3273843,2879421,1758499,1685260,1791034,1103127,1103688,1121656,1145341,1176963,1148959,1173092,1347141,1329859,1229070,1332144,1247876,1218551,1281796,1413412,1378442,1381978,1215700,1129737,1466299,1178674,1226927,1386055,1418147,1383582,1427227,1529566,1500938,1665382,1587878,1622185,1669677,1664683,1688539,1715473,1711234,1711424,1684848,1706378,1657606,1712399,1741802,1759699,1801316,1818810,1934735,1811791,1754904,1806765,1856023,2105392,2321484,2542787,2743922,1294594,2108750,2928567,683579,663752,3194060,3120369,3542325,3558043,3318735,3290616,3431844,3214281,3492002,3296581,3284342,3466203,3269271,0,0,0,3
248,0,0,0,504680,0,519940,525216,469888,486296,524225,1305941,1284901,1202521,603112,1112466,1635601,1053054,893406,739294,1160239,1178432,1576086,1670977,1257493,767811,718489,778430,447370,460359,463405,496652,589143,566587,576390,656934,640028,601487,633019,602555,582259,580076,652569,633290,653404,531272,534008,674912,456976,410105,697259,701134,674967,701542,706055,722510,728469,753289,806876,821420,825648,818201,844488,851776,887433,858107,862078,837727,854262,905157,831963,944240,957285,1006219,790631,800475,779514,797993,1019177,1064908,1112252,1178759,606452,791186,1007953,497776,503150,1576926,1462565,1160910,1195750,1433015,1600621,1187209,1619484,1193230,1644935,1563451,1141732,1561428,0,0,0,3
249,0,0,0,1081112,0,978581,1104148,829933,876868,1095515,3379359,3332955,3256064,1211306,2951538,3881564,2761191,2449116,2233936,3064665,3168502,3461514,3466257,3446814,2798646,2653078,2778820,2001959,2019031,2013612,2134107,1880608,1909276,2008646,1982190,1989994,2042657,2377489,2336621,2298449,2464665,2266373,2375300,2047834,2157911,2153610,2244940,2284684,2287554,1990641,2019816,1959255,1927102,2352391,1987532,2572379,2049156,2003676,2101983,2080538,2130330,2075667,2139039,2255908,2253531,2195639,2216054,2172106,2309359,2104389,2376145,2389588,2474109,2862955,2746599,2862287,2847620,2658809,2892287,3088285,3274035,2020858,2298496,2604672,897724,901535,3259374,3660072,3250255,3426202,3419119,3436971,3460947,3348848,3088102,3513281,3541643,3192125,3795431,0,0,0,3
250,0,0,0,816852,0,850657,766996,878087,875947,739478,1779269,1779427,1731321,861643,1659720,1943754,1583153,1432146,1279206,1629306,1635032,1789486,1753196,1803155,1694013,1630550,1720662,1152626,1145275,1079344,1231052,1267379,1157396,1091570,1017027,1038953,1255932,1230700,1213098,1207367,1206256,1170769,1212271,1082850,1286293,1280924,1177399,1269379,1259014,1043146,1071994,1053364,1073681,1490237,1115037,1582311,1176162,1232388,1270185,1275955,1266718,1249882,1219096,1006401,984484,1116018,990408,1190362,1035209,1250754,1071311,1084448,1165274,1737000,1690727,1654061,1735244,1262136,1420007,1571785,1716878,993670,1365257,1525941,834831,872435,1614917,1877007,1639297,1693586,1616054,1573725,1682864,1589034,1662805,1814765,1823403,1665099,1897351,0,0,0,3
251,0,0,0,456936,0,453727,429229,496722,500643,421866,1223241,1212033,1160624,485034,1178192,1082724,1118359,933597,724328,1081397,1044768,1051111,1055338,875887,818145,784967,866816,513758,531203,569189,578144,488928,523139,660623,500373,489438,654544,614103,583538,598183,570086,591154,606742,545742,621062,505845,600566,626463,698771,512166,520614,505805,527259,766406,541481,796981,540664,588670,604810,617037,579127,609417,618822,573249,575399,580050,567273,604935,583421,621657,609112,619468,646726,869742,823617,841253,847945,689011,722185,751959,806488,551910,848919,1052691,474952,480647,977051,982000,1025162,1041778,978525,955188,1007862,966256,1097452,1087081,1061740,1177898,1020764,0,0,0,3
252,0,0,0,643557,0,599015,715389,397925,424246,735574,6197506,6214243,5626358,1425592,4870918,7115633,4338839,3763220,3203262,5851379,5566357,6547538,6537703,5912813,4995179,4667324,4930357,3523236,3539127,3520741,3760918,3440673,3448188,3524829,3168157,3286132,3641919,4055203,4139959,4110395,4200451,3881672,4065214,3462191,3960171,4022824,3823458,4088939,4064644,3266864,3316977,3291331,3239321,4218228,3393902,4495304,3469934,3313276,3529923,3433059,3631922,3496014,3596648,3757045,3750695,3693111,3706592,3666406,3837139,3541586,3967201,4027578,4201903,5030954,4715963,4688554,4648529,4548486,4855843,5213845,5541009,2772551,3502441,4179105,526492,493765,6005873,6458386,5465239,5605569,5798543,5936212,5708869,5981868,6087017,6609405,6627843,5290623,6781453,0,0,0,3
253,0,0,0,528501,0,479301,477549,388830,371509,559140,1991045,1950949,1821629,508271,1528297,2457268,1402020,1093377,748154,1865675,1952326,2279740,2328134,2207908,1634039,1495677,1757033,984107,1018859,943835,1098664,1256410,1257174,1138835,1146312,1120752,1235778,1327373,1337919,1315720,1265568,1290869,1294026,1247521,1151141,1056877,1316624,1158179,1152349,1187279,1170064,1129980,1135098,1523453,1152932,1607761,1234147,1214469,1295077,1274975,1333956,1236032,1228532,1133136,1098788,1116988,1083368,1188598,1199937,1244450,1262311,1290317,1361378,1743762,1571519,1635068,1724314,1510876,1729478,1933951,2082542,521211,951108,1280612,418332,391285,2195859,2267686,1981344,2038620,2050013,2060519,2069718,2114458,1824003,2350472,2320223,1604974,2312655,0,0,0,3
254,0,0,0,0,0,0,0,0,0,0,2159180,2079571,2114677,0,2225659,1992372,1982813,1790656,1461590,1690407,1632355,1787095,1736267,1721365,2467926,2317389,2585810,1664965,1510899,1740828,1533748,1902423,1734592,1947281,1263612,1275417,2138368,1632527,1567217,1390454,1653045,1427460,1543006,1307690,1347281,1134083,1418481,1176827,1241569,1326640,1324697,1278371,1250619,2402023,1347924,2514565,1351303,1014859,1145330,1054505,1327206,1045131,1103386,1083424,1059584,1058915,1052852,1103802,1153887,1071576,1187548,1177553,1225188,2530853,2453555,2544058,2727645,1346661,1431303,1522420,1626064,1031901,1626876,1942767,0,0,1644562,1935850,1634142,1652402,1585369,1574760,1611959,1571959,1881483,1752629,1850809,2133254,2028113,0,0,0,3
255,0,0,0,852476,0,784007,913127,793030,813743,890241,831976,818045,858470,1011372,977131,760189,852925,742350,673567,805991,817041,736914,751290,637285,631818,562379,508091,121752,117753,136583,121890,146912,148325,157706,270682,257381,164282,165579,171826,168869,197186,259188,212812,269943,118910,154735,286442,146829,130973,298941,307830,327636,367744,121713,409460,69661,442576,409446,430352,428757,453354,444196,462427,445244,450194,455054,447742,457690,461534,466070,470861,472715,496706,617390,573937,602103,697221,540341,562862,587711,616143,625071,715604,800978,748634,797337,718954,694169,812315,834822,767794,768413,812811,687424,795103,754025,749996,970300,746844,0,0,0,3
256,0,0,0,0,0,0,0,0,0,0,3355905,3327006,3233139,0,2518005,4232696,2008652,0,0,3264910,3412803,3957040,3857303,3543231,1989368,2040891,2071504,1239389,864897,1544877,771811,1662270,1620561,1628677,1530674,1423811,1677674,1132948,1034465,1004602,1132733,1335549,1225926,1460525,786366,910788,1438173,899881,857698,1671928,1779691,1721205,1821823,1885791,1941886,1979582,2032819,2434566,2265404,2439358,2228727,2534812,2679415,2652952,2565151,2616037,2536198,2615653,2537801,2702988,2510195,2431865,2637267,2012259,1950685,1680475,1562494,2884750,3088337,3195889,3316140,0,0,75616,0,0,3626862,4200497,3383438,3479755,3161195,3105234,3445294,3362770,3349499,3878631,4089123,3061836,4365817,0,0,0,3
257,0,0,0,0,0,0,0,0,0,39272,256054,279578,268652,100601,275633,193280,271950,325729,261812,288803,271324,194442,182772,212080,378933,0,504119,432548,411747,429277,391356,459499,486295,458647,589010,552273,436863,539470,552968,548561,555977,542790,540818,573937,436182,577445,586370,565483,533407,636877,710703,690531,728854,503561,761737,478010,796759,759963,727177,755434,828678,805383,257905,418730,438597,392911,445513,238335,412161,365310,370607,328936,230439,544204,250902,431424,488886,224202,231515,215958,177194,109085,333850,286576,0,0,178530,194813,242326,285797,203412,203468,239906,184108,303183,201461,196321,269909,205262,0,0,0,3
258,0,0,0,0,0,0,0,0,0,22014,474330,488083,451505,73740,335473,466590,256606,133541,34535,415556,400789,442940,413521,365113,1286868,2009044,892584,705794,684862,709016,755499,710291,722244,710475,664335,683394,722137,709387,775190,778100,750978,713807,720613,727280,783280,840176,751209,846703,793910,684859,720088,691049,709714,810209,741702,849007,785088,776635,798488,777512,848023,842110,888050,750686,752442,908571,820441,897007,612476,864357,513692,446036,284455,928461,1258144,891068,887558,277165,285488,313501,319282,23345,102714,171112,0,0,368277,435734,395686,406099,329864,342090,355674,330754,484625,464741,455198,392142,463768,0,0,0,3
259,0,0,0,0,0,0,0,0,0,13567,558626,590845,523233,100715,426560,582916,388014,323410,88287,618912,617581,579511,568884,554087,752875,682742,677118,453822,441510,466417,464331,491744,500245,503259,425354,433489,523200,468339,528344,544213,508503,466068,463921,481173,486722,593025,497538,578657,543383,459892,494489,504259,521921,603561,552577,637046,586853,605143,590092,599473,625975,693206,744395,759275,763573,795008,774246,762871,759838,719299,714455,628821,391167,720386,659164,653891,659851,403077,437928,494728,529491,32176,255956,336520,0,0,496423,580269,544076,563943,475608,462524,520564,437807,636920,619517,566613,471719,588854,0,0,0,3
260,0,0,0,0,0,0,0,0,0,39947,855876,865326,819193,127580,633733,904448,532532,403969,194913,961037,990782,871384,906901,755339,1214280,1133573,1062204,809477,783563,775469,762360,818961,827815,829959,732636,709620,810407,765014,854060,904911,831374,753954,764345,762800,825552,1000560,786414,958455,882261,794720,834418,830984,868950,936606,904394,1018831,931114,817395,825010,808629,971567,938280,1016114,1101145,1089146,1128121,1122277,1064319,1059371,984556,1005272,867497,655597,1176295,1074326,1024797,1078416,661309,700925,704400,710764,203702,237700,469462,0,0,872879,816593,943260,931473,816096,825323,882508,842192,981841,917750,859343,742961,899436,0,0,0,3
